id_odsp,league,ht,at,fthg,ftag,MATCH_ID
APdDEUVp/,SP1,Real Zaragoza,Levante,0,1,2654
QVu8PBxl/,E0,Reading,Arsenal,2,5,2655
juGtKj8N/,SP1,Celta Vigo,Real Betis,0,1,2656
4OHYLCwB/,SP1,Deportivo La Coruna,Real Valladolid,0,0,2657
6Tijz3bL/,SP1,Rayo Vallecano,Levante,3,0,2658
vHCiF1Me/,SP1,Espanyol,Deportivo La Coruna,2,0,2659
Wj9qHNiq/,SP1,Real Sociedad,Sevilla,2,1,2660
tQpBvfzK/,F1,Brest,Paris Saint-Germain,0,3,2661
YZo2zoKS/,I1,US Pescara,Catania,2,1,2662
pEgkwmzA/,I1,Cagliari,Juventus,1,3,2663
h8xCZV7A/,SP1,Valencia,Getafe,4,2,2664
KCkvw5E2/,SP1,Atletico Madrid,Celta Vigo,1,0,2665
Oxzny9y0/,E0,Wigan,Arsenal,0,1,2666
QqLtvBis/,E0,Tottenham,Stoke City,0,0,2667
hdjSKmiJ/,E0,Manchester City,Reading,1,0,2668
pnyrxkMg/,E0,West Ham,Everton,1,2,2669
4zKpwV6m/,E0,West Brom,Norwich City,2,1,2670
f1UAqXTJ/,E0,Newcastle,QPR,1,0,2671
84YEriqQ/,E0,Southampton,Sunderland,0,1,2672
E5iOLTyD/,E0,Liverpool,Fulham,4,0,2673
buh1qz6r/,F1,AC Ajaccio,Stade Rennes,2,4,2674
dY66tYk1/,F1,Lille,Montpellier,4,1,2675
2Zo7uzLD/,F1,Bastia,AS Nancy Lorraine,4,2,2676
4bAEvCKD/,F1,Lyon,Nice,3,0,2677
Is82sEze/,F1,Bordeaux,Troyes,0,0,2678
xWj5rfLl/,F1,Lorient,Stade de Reims,2,2,2679
zqYTV4Sq/,I1,AS Roma,AC Milan,4,2,2680
vyggx7kG/,I1,Internazionale,Genoa,1,1,2681
4IxYUOsj/,I1,Sampdoria,Lazio,0,1,2682
6NfovTK3/,I1,Bologna,Parma,1,2,2683
jBdcyR4M/,I1,Palermo,Fiorentina,0,3,2684
r9yxUrcd/,I1,Siena,Napoli,0,2,2685
pEFKhSZd/,I1,Torino,Chievo Verona,2,0,2686
ln0tu95c/,I1,Atalanta,Udinese,1,1,2687
jgeFYkNG/,SP1,Osasuna,Granada,1,2,2688
I7BeELy2/,SP1,Real Valladolid,Barcelona,1,3,2689
SxgnyqqF/,SP1,Athletic Bilbao,Real Zaragoza,0,2,2690
YFgrxPT8/,SP1,Real Betis,Mallorca,1,2,2691
As8mGs7k/,SP1,Malaga,Real Madrid,3,2,2692
pWnKM9M6/,E0,Chelsea,Aston Villa,8,0,2693
WxA131ft/,E0,Swansea,Manchester Utd,1,1,2694
C8ysZXcs/,F1,Valenciennes,Evian Thonon Gaillard,2,1,2695
AakFwEkQ/,F1,Toulouse,Sochaux,2,0,2696
je6Auh57/,F1,Marseille,St Etienne,1,0,2697
Q5dHjlym/,E0,QPR,West Brom,1,2,2698
rs7CiULt/,E0,Norwich City,Chelsea,0,1,2699
hIR2XQzP/,E0,Fulham,Southampton,1,1,2700
W2aPlS5a/,E0,Sunderland,Manchester City,1,0,2701
tYKpdADP/,E0,Manchester Utd,Newcastle,4,3,2702
xt0Lk8jg/,E0,Stoke City,Liverpool,3,1,2703
W2wfZn6C/,E0,Aston Villa,Tottenham,0,4,2704
E1a62L9n/,E0,Reading,Swansea,0,0,2705
ERSbY6LI/,E0,Everton,Wigan,2,1,2706
bHF5UcKp/,E0,Manchester Utd,West Brom,2,0,2707
CKJ9THZj/,E0,Norwich City,Manchester City,3,4,2708
AgbTmnL5/,E0,Arsenal,Newcastle,7,3,2709
fqqfyUhc/,E0,Reading,West Ham,1,0,2710
lKcczl83/,E0,Stoke City,Southampton,3,3,2711
SUhYn6zC/,E0,Aston Villa,Wigan,0,3,2712
SAd1Z7N9/,E0,Sunderland,Tottenham,1,2,2713
S43A1uPh/,E0,Fulham,Swansea,1,2,2714
6LixnQkI/,E0,Everton,Chelsea,1,2,2715
GhpjxAwi/,E0,QPR,Liverpool,0,3,2716
IakEW57S/,E0,Manchester City,Stoke City,3,0,2717
MR2E0ava/,E0,Swansea,Aston Villa,2,2,2718
GzVlQ3pd/,E0,Tottenham,Reading,3,1,2719
OxCumRi9/,E0,Wigan,Manchester Utd,0,4,2720
tEMzl7x3/,E0,West Ham,Norwich City,2,1,2721
UwJWlmNd/,E0,West Brom,Fulham,1,2,2722
xpWpRqVk/,E0,Southampton,Arsenal,1,1,2723
K8ytSPFq/,E0,Newcastle,Everton,1,2,2724
OxjAXohM/,E0,Liverpool,Sunderland,3,0,2725
AZo6YRxG/,E0,Chelsea,QPR,0,1,2726
SbUMmMSK/,SP1,Real Zaragoza,Real Betis,1,2,2727
fNZbqOdq/,I1,Lazio,Cagliari,2,1,2728
bHJOink3/,I1,Catania,Torino,0,0,2729
vZXQntrR/,SP1,Levante,Athletic Bilbao,3,1,2730
vwlSRv61/,SP1,Deportivo La Coruna,Malaga,1,0,2731
lleFUtMr/,SP1,Granada,Valencia,1,2,2732
rBfJT0yk/,SP1,Sevilla,Osasuna,1,0,2733
IeLg55J2/,I1,Udinese,Internazionale,3,0,2734
jkT7s2Re/,I1,Napoli,AS Roma,4,1,2735
hvJSj649/,I1,Chievo Verona,Atalanta,1,0,2736
bilTlpZL/,I1,Genoa,Bologna,2,0,2737
8Qw3rrCk/,I1,AC Milan,Siena,2,1,2738
WUHWkQJF/,I1,Fiorentina,US Pescara,0,2,2739
xrmXm4lS/,I1,Juventus,Sampdoria,1,2,2740
UuSBtMt2/,I1,Parma,Palermo,2,1,2741
pzuIl2DE/,SP1,Mallorca,Atletico Madrid,1,1,2742
ITnWQbL7/,SP1,Barcelona,Espanyol,4,0,2743
6qtEkrb8/,SP1,Celta Vigo,Real Valladolid,3,1,2744
dEbNSKje/,SP1,Real Madrid,Real Sociedad,4,3,2745
nu9mZMDR/,SP1,Rayo Vallecano,Getafe,3,1,2746
67UkXBSg/,F1,St Etienne,Toulouse,2,2,2747
0SxIzoZo/,F1,Paris Saint-Germain,AC Ajaccio,0,0,2748
GxfVeJKs/,SP1,Athletic Bilbao,Rayo Vallecano,1,2,2749
O0fSwNEe/,E0,QPR,Tottenham,0,0,2750
W2Fmo5ML/,E0,Aston Villa,Southampton,0,1,2751
UweOv3ak/,E0,Norwich City,Newcastle,0,0,2752
tzbB0pM8/,E0,Sunderland,West Ham,3,0,2753
2qa71Q62/,E0,Stoke City,Chelsea,0,4,2754
AgEipPyS/,E0,Fulham,Wigan,1,1,2755
0I1IaJg5/,E0,Everton,Swansea,0,0,2756
2igWxsU1/,E0,Reading,West Brom,3,2,2757
0UTgWVs0/,F1,Troyes,Lyon,1,2,2758
fXQoYiDm/,F1,AS Nancy Lorraine,Lille,2,2,2759
MsRQYO3b/,F1,Stade Rennes,Bordeaux,0,2,2760
zmM6TTRI/,F1,Montpellier,Lorient,2,0,2761
vLScVkc6/,F1,Evian Thonon Gaillard,Brest,0,2,2762
x6ikfuB1/,I1,Internazionale,US Pescara,2,0,2763
vB923qlF/,I1,Bologna,Chievo Verona,4,0,2764
vcGDwx5D/,SP1,Espanyol,Celta Vigo,1,0,2765
z5JdsK5l/,SP1,Valencia,Sevilla,2,0,2766
t2fd2LsE/,SP1,Real Valladolid,Mallorca,3,1,2767
htE1tvLf/,SP1,Osasuna,Real Madrid,0,0,2768
GziKuqpq/,E0,Manchester Utd,Liverpool,2,1,2769
2TAqno7F/,E0,Arsenal,Manchester City,0,2,2770
ddN2U9CC/,F1,Sochaux,Marseille,3,1,2771
riSMZ4lh/,F1,Stade de Reims,Bastia,1,2,2772
nPYDyRJu/,F1,Nice,Valenciennes,5,0,2773
joD6233L/,I1,Udinese,Fiorentina,3,1,2774
hEZyIr38/,I1,Torino,Siena,3,2,2775
rqhoeLee/,I1,Napoli,Palermo,3,0,2776
p8CA1NIR/,I1,Cagliari,Genoa,2,1,2777
j9eggaQ7/,I1,Catania,AS Roma,1,0,2778
nHbxcsRr/,I1,Parma,Juventus,1,1,2779
dnKc4PY8/,I1,Lazio,Atalanta,2,0,2780
4hgsd1tk/,I1,Sampdoria,AC Milan,0,0,2781
ET730aCQ/,SP1,Real Betis,Levante,2,0,2782
QgC9vIk7/,SP1,Malaga,Barcelona,1,3,2783
Khg01ucK/,SP1,Atletico Madrid,Real Zaragoza,2,0,2784
WWC5ubz1/,SP1,Real Sociedad,Deportivo La Coruna,1,1,2785
dEKhr0jr/,SP1,Getafe,Granada,2,2,2786
6R8s9jh7/,E0,Chelsea,Southampton,2,2,2787
OO2el43o/,F1,Lyon,Evian Thonon Gaillard,0,0,2788
U5PMuqwq/,D1,Schalke 04,Hannover 96,5,4,2789
pIonhyK6/,SP1,Espanyol,Mallorca,3,2,2790
IgdNbw9B/,E0,Swansea,Stoke City,3,1,2791
OMV2j0b1/,E0,West Brom,Aston Villa,2,2,2792
M7l6kKD7/,E0,West Ham,QPR,1,1,2793
l01JbOjL/,E0,Liverpool,Norwich City,5,0,2794
YXxjg2Er/,E0,Newcastle,Reading,1,2,2795
zBxlE3j8/,E0,Wigan,Sunderland,2,3,2796
WOjOcr6R/,E0,Manchester City,Fulham,2,0,2797
xYTxWMmH/,F1,Sochaux,Stade de Reims,1,0,2798
GIuUXrJ4/,F1,AC Ajaccio,Valenciennes,1,1,2799
n7JCPKQp/,F1,Marseille,Montpellier,3,2,2800
dx13nrYc/,F1,Brest,St Etienne,0,1,2801
f9vYW2YA/,F1,Lorient,Troyes,3,2,2802
8C47o2m4/,F1,Toulouse,AS Nancy Lorraine,2,1,2803
CUERv3hk/,D1,Bayer Leverkusen,Eintracht Frankfurt,3,1,2804
fDtOqDeE/,D1,Mainz,SC Freiburg,0,0,2805
boDZxsN1/,D1,Werder Bremen,Borussia Dortmund,0,5,2806
tAxKpgt8/,D1,TSG Hoffenheim,Borussia Monchengladbach,0,0,2807
jLDVwN7e/,D1,VfL Wolfsburg,VfB Stuttgart,2,0,2808
hpYfpPUR/,D1,Bayern Munich,SpVgg Greuther Furth,2,0,2809
KlgJULnE/,I1,Juventus,Udinese,4,0,2810
x6DK9KAl/,I1,Palermo,Lazio,2,2,2811
tpuejFlJ/,SP1,Real Sociedad,Barcelona,3,2,2812
C4999xks/,SP1,Getafe,Sevilla,1,1,2813
2gtiieZC/,SP1,Malaga,Celta Vigo,1,1,2814
je8D8d4m/,SP1,Granada,Rayo Vallecano,2,0,2815
zccFa4yF/,E0,Chelsea,Arsenal,2,1,2816
tbtbitqe/,E0,Tottenham,Manchester Utd,1,1,2817
jyYtVt3N/,F1,Bordeaux,Paris Saint-Germain,0,1,2818
pbXpU0IT/,F1,Lille,Nice,0,2,2819
2F1amOIi/,F1,Bastia,Stade Rennes,0,2,2820
xxCwx1x8/,D1,Nurnberg,Hamburg SV,1,1,2821
lztSrXAK/,D1,Fortuna Dusseldorf,FC Augsburg,2,3,2822
ILWmFtmR/,I1,Genoa,Catania,0,2,2823
O29GA0er/,I1,AS Roma,Internazionale,1,1,2824
AJBS7bu1/,I1,Chievo Verona,Parma,1,1,2825
6o5y6xAD/,I1,US Pescara,Torino,0,2,2826
W4YuH2IE/,I1,AC Milan,Bologna,2,1,2827
Sf6X6If7/,I1,Siena,Sampdoria,1,0,2828
vVXqGMXK/,I1,Atalanta,Cagliari,1,1,2829
WSCO8vQf/,I1,Fiorentina,Napoli,1,1,2830
fmTxFbRJ/,SP1,Osasuna,Deportivo La Coruna,2,1,2831
6RnrgH40/,SP1,Real Valladolid,Real Zaragoza,2,0,2832
C4mvfckf/,SP1,Atletico Madrid,Levante,2,0,2833
6NWtEItQ/,SP1,Valencia,Real Madrid,0,5,2834
27sfhMTl/,E0,Southampton,Everton,0,0,2835
b1qzewzl/,SP1,Real Betis,Athletic Bilbao,1,1,2836
IaZkzTj6/,E0,Arsenal,West Ham,5,1,2837
8YurbuX9/,F1,Valenciennes,Lyon,0,2,2838
SQvWsiQQ/,D1,Borussia Dortmund,Nurnberg,3,0,2839
rZYjwvep/,F1,Montpellier,Sochaux,2,0,2840
UssvaLH3/,F1,Stade Rennes,Marseille,2,2,2841
xhdOsKnT/,F1,Evian Thonon Gaillard,AC Ajaccio,1,1,2842
jyfCpM2A/,F1,AS Nancy Lorraine,Lorient,2,1,2843
lWPt012c/,F1,Stade de Reims,Toulouse,1,1,2844
b1cKr0XM/,F1,Troyes,Brest,2,1,2845
8KMbwBYs/,D1,Borussia Monchengladbach,Fortuna Dusseldorf,2,1,2846
2w61cWPD/,D1,SpVgg Greuther Furth,Mainz,0,3,2847
zXDFZSX6/,D1,FC Augsburg,Schalke 04,0,0,2848
v3TUu4ft/,D1,Eintracht Frankfurt,TSG Hoffenheim,2,1,2849
tYK6yk3f/,D1,Hannover 96,VfL Wolfsburg,2,1,2850
h8OAz9I0/,D1,SC Freiburg,Bayer Leverkusen,0,0,2851
G8znDgHt/,I1,Lazio,Chievo Verona,0,1,2852
xOOfBXog/,I1,Juventus,Genoa,1,1,2853
tp1Q5fl6/,SP1,Levante,Real Valladolid,2,1,2854
QZR1n6mo/,SP1,Celta Vigo,Real Sociedad,1,1,2855
fm5U4E3C/,SP1,Real Zaragoza,Espanyol,0,0,2856
4IWtA9uh/,SP1,Deportivo La Coruna,Valencia,2,3,2857
AuRx1smi/,F1,Paris Saint-Germain,Lille,1,0,2858
dxwexbAj/,F1,Nice,Bordeaux,0,1,2859
URhGqtIG/,F1,St Etienne,Bastia,3,0,2860
ENCJYnmD/,D1,Hamburg SV,Werder Bremen,3,2,2861
nBL2xVml/,D1,VfB Stuttgart,Bayern Munich,0,2,2862
plS29BG5/,I1,Parma,Napoli,1,2,2863
tGLB7koI/,I1,Sampdoria,US Pescara,6,0,2864
zwLF690O/,I1,Bologna,AS Roma,3,3,2865
xvDIQCot/,I1,Internazionale,Torino,2,2,2866
SCH78VVB/,I1,Cagliari,Palermo,1,1,2867
ETJJ5TFU/,I1,Udinese,Siena,1,0,2868
bXPjCDWn/,I1,Catania,Fiorentina,2,1,2869
6cTbAi1a/,I1,Atalanta,AC Milan,0,1,2870
bLBL6zZa/,SP1,Athletic Bilbao,Atletico Madrid,3,0,2871
buWp9Tfb/,SP1,Real Madrid,Getafe,4,0,2872
QRXxBkQo/,SP1,Barcelona,Osasuna,5,1,2873
lA4Y3YII/,SP1,Mallorca,Malaga,2,3,2874
KUCH7GJg/,SP1,Rayo Vallecano,Real Betis,3,0,2875
Crzk8mA4/,SP1,Sevilla,Granada,3,0,2876
2R9u4JS0/,E0,Stoke City,Wigan,2,2,2877
dpeRccOH/,E0,Sunderland,Swansea,0,0,2878
WxWdCsLK/,E0,Aston Villa,Newcastle,1,2,2879
tCLW5ubl/,E0,QPR,Manchester City,0,0,2880
S8HS6Lrr/,E0,Norwich City,Tottenham,1,1,2881
lr8m2ccD/,E0,Fulham,West Ham,3,1,2882
OzBy5aDf/,E0,Reading,Chelsea,2,2,2883
Ai9q3wr7/,E0,Everton,West Brom,2,1,2884
ATU0B1zR/,E0,Manchester Utd,Southampton,2,1,2885
E1yhDN5E/,E0,Arsenal,Liverpool,2,2,2886
t0JOAIGF/,F1,Toulouse,Paris Saint-Germain,0,4,2887
8rLoxMg5/,D1,Werder Bremen,Hannover 96,2,0,2888
OfFUNAVb/,I1,AS Roma,Cagliari,2,4,2889
YcOc6RvH/,SP1,Real Valladolid,Athletic Bilbao,2,2,2890
W46G5W35/,E0,QPR,Norwich City,0,0,2891
QR5K4jJB/,E0,Reading,Sunderland,2,1,2892
j7fVdHwO/,E0,West Ham,Swansea,1,0,2893
jmnWQtzE/,E0,Arsenal,Stoke City,1,0,2894
KQbT2UmO/,E0,Wigan,Southampton,2,2,2895
hE7C6Cla/,E0,Newcastle,Chelsea,3,2,2896
2PEa9E4t/,E0,Everton,Aston Villa,3,3,2897
dnE38YJn/,E0,Fulham,Manchester Utd,0,1,2898
GbqjdJ1M/,F1,Lorient,Stade Rennes,2,2,2899
bNYfewHS/,F1,Sochaux,St Etienne,1,2,2900
8nLGCvn3/,F1,Bastia,Evian Thonon Gaillard,0,0,2901
0WKMjcPq/,F1,Bordeaux,Valenciennes,2,0,2902
29KKBb19/,F1,Brest,Nice,0,2,2903
U5PQkHvj/,F1,Lille,Troyes,1,1,2904
UiMsw2va/,D1,VfL Wolfsburg,FC Augsburg,1,1,2905
Eejnz0OH/,D1,TSG Hoffenheim,SC Freiburg,2,1,2906
8IkjZJwO/,D1,Mainz,Bayern Munich,0,3,2907
nqL0gNOu/,D1,Fortuna Dusseldorf,VfB Stuttgart,3,1,2908
MRIZvO9n/,D1,Schalke 04,SpVgg Greuther Furth,1,2,2909
MLgfYwgU/,D1,Hamburg SV,Eintracht Frankfurt,0,2,2910
AimIE6ho/,I1,Torino,Sampdoria,0,0,2911
6J4ZMUp5/,I1,Napoli,Catania,2,0,2912
2XS15ofN/,SP1,Espanyol,Levante,3,2,2913
fL4SL6v4/,SP1,Granada,Real Madrid,1,0,2914
xpANMnPc/,SP1,Getafe,Deportivo La Coruna,3,1,2915
pjNyaqXj/,SP1,Osasuna,Celta Vigo,1,0,2916
zwD77hZh/,E0,Manchester City,Liverpool,2,2,2917
x29O3AYH/,E0,West Brom,Tottenham,0,1,2918
8dOUlyfd/,F1,Montpellier,Stade de Reims,3,1,2919
A12DDKWd/,F1,Marseille,AS Nancy Lorraine,0,1,2920
2euncanG/,F1,AC Ajaccio,Lyon,3,1,2921
z5iryt9B/,D1,Nurnberg,Borussia Monchengladbach,2,1,2922
zVMwvrPh/,D1,Bayer Leverkusen,Borussia Dortmund,2,3,2923
zadjJnpU/,I1,Fiorentina,Parma,2,0,2924
AiBQOjGh/,I1,US Pescara,Bologna,2,3,2925
Eq8sL8FH/,I1,Chievo Verona,Juventus,1,2,2926
GUBMPW0n/,I1,Palermo,Atalanta,1,2,2927
pA3wMl0B/,I1,Siena,Internazionale,3,1,2928
hz7oKSUN/,I1,Genoa,Lazio,3,2,2929
Ofy0wjVo/,I1,AC Milan,Udinese,2,1,2930
n54YaPHp/,SP1,Real Sociedad,Mallorca,3,0,2931
tOR5459T/,SP1,Malaga,Real Zaragoza,1,1,2932
YB3WKQgA/,SP1,Sevilla,Rayo Vallecano,2,1,2933
bgBJNS9i/,SP1,Valencia,Barcelona,1,1,2934
f7Pg77PA/,SP1,Atletico Madrid,Real Betis,1,0,2935
zNvbPHV8/,F1,Paris Saint-Germain,Bastia,3,1,2936
vVVgJkY4/,E0,Southampton,Manchester City,3,1,2937
ILUcI9mB/,E0,Stoke City,Reading,2,1,2938
p8WkKVIb/,E0,Norwich City,Fulham,0,0,2939
OYabGmIN/,E0,Tottenham,Newcastle,2,1,2940
pr1fHT2H/,E0,Sunderland,Arsenal,0,1,2941
AkvwNXYu/,E0,Chelsea,Wigan,4,1,2942
2sbZeygU/,E0,Swansea,QPR,4,1,2943
byET9xWL/,F1,AC Ajaccio,Bordeaux,1,0,2944
8A333z9k/,F1,Troyes,Sochaux,0,0,2945
f7aa4Ggq/,F1,St Etienne,Montpellier,4,1,2946
xSCX8doS/,F1,AS Nancy Lorraine,Stade de Reims,1,2,2947
UNdW69Fs/,F1,Valenciennes,Brest,2,1,2948
UPiC1Ew2/,F1,Nice,Lorient,1,1,2949
YaNCjL8b/,D1,Borussia Monchengladbach,Bayer Leverkusen,3,3,2950
SbGLlawB/,D1,Hannover 96,TSG Hoffenheim,1,0,2951
f9O8i1gh/,D1,Bayern Munich,Schalke 04,4,0,2952
Im9YocNT/,D1,SpVgg Greuther Furth,VfL Wolfsburg,0,1,2953
Kde0sHVp/,D1,Eintracht Frankfurt,Nurnberg,0,0,2954
QZJ4hsvn/,D1,Borussia Dortmund,Hamburg SV,1,4,2955
GOCHkuO4/,D1,VfB Stuttgart,Werder Bremen,1,4,2956
l2MPXoaN/,I1,Lazio,Napoli,1,1,2957
bDTCzlF4/,I1,Juventus,Fiorentina,2,0,2958
Gb7aKEKd/,SP1,Celta Vigo,Valencia,0,1,2959
CQtJBMGd/,SP1,Mallorca,Osasuna,1,1,2960
2F9BHC4F/,SP1,Real Madrid,Sevilla,4,1,2961
OOA7Ihk9/,SP1,Deportivo La Coruna,Granada,0,3,2962
Q9rBDrnp/,SP1,Levante,Malaga,1,2,2963
W4SoLB3h/,E0,Manchester Utd,Everton,2,0,2964
bHcX1l3U/,E0,Aston Villa,West Ham,2,1,2965
dWufQcG2/,F1,Lyon,Lille,1,3,2966
jZh82fOe/,F1,Evian Thonon Gaillard,Marseille,1,1,2967
IoU2OyoF/,F1,Stade Rennes,Toulouse,2,0,2968
MLFPmJhH/,D1,SC Freiburg,Fortuna Dusseldorf,1,0,2969
0CETnw8N/,D1,FC Augsburg,Mainz,1,1,2970
2oz4xAph/,I1,Atalanta,Catania,0,0,2971
6wXKYRqH/,I1,Cagliari,AC Milan,1,1,2972
MDciS7xi/,I1,Udinese,Torino,1,0,2973
hzTGZ7UA/,I1,Parma,Genoa,0,0,2974
OxMbRqxi/,I1,Bologna,Siena,1,1,2975
KMU8yUab/,I1,Internazionale,Chievo Verona,3,1,2976
pnNfSPMp/,I1,Sampdoria,AS Roma,3,1,2977
ShLTW5ET/,I1,Palermo,US Pescara,1,1,2978
U1B3JYZ2/,SP1,Barcelona,Getafe,6,1,2979
YZsFC21j/,SP1,Real Zaragoza,Real Sociedad,1,2,2980
SY2zKp9G/,SP1,Rayo Vallecano,Atletico Madrid,2,1,2981
O0dqIOwT/,SP1,Athletic Bilbao,Espanyol,0,4,2982
ltwsMiln/,E0,Liverpool,West Brom,0,2,2983
tx7vJ4OM/,SP1,Real Betis,Real Valladolid,0,0,2984
b3lm3RE6/,F1,Lille,Stade Rennes,2,0,2985
URxi4vwb/,D1,VfL Wolfsburg,Bayern Munich,0,2,2986
GzZnHsUk/,I1,AC Milan,Parma,2,1,2987
bsPkVVYE/,SP1,Sevilla,Deportivo La Coruna,3,1,2988
40ie15qJ/,F1,Marseille,Valenciennes,1,0,2989
65VwQlMJ/,F1,Bastia,Nice,0,1,2990
pdUsP8yQ/,F1,Brest,AC Ajaccio,1,1,2991
Opdz6TUm/,F1,Lorient,Evian Thonon Gaillard,2,1,2992
hQmi2oUC/,F1,Montpellier,AS Nancy Lorraine,1,0,2993
GvLDJnam/,F1,Toulouse,Troyes,2,2,2994
j1TBaGiT/,D1,Hamburg SV,Borussia Monchengladbach,1,0,2995
n3mn5KNi/,D1,Bayer Leverkusen,FC Augsburg,2,1,2996
8tGwez0p/,D1,Fortuna Dusseldorf,SpVgg Greuther Furth,1,0,2997
8Iye3bh4/,D1,Werder Bremen,SC Freiburg,2,3,2998
Yaqr608o/,D1,Borussia Dortmund,Eintracht Frankfurt,3,0,2999
xbP70dxN/,D1,Mainz,Schalke 04,2,2,3000
YBqrINEq/,I1,Chievo Verona,Palermo,1,1,3001
4dgCNqiM/,I1,AS Roma,Juventus,1,0,3002
ALre9lCe/,SP1,Osasuna,Real Zaragoza,1,0,3003
GMknBAsq/,SP1,Malaga,Athletic Bilbao,1,0,3004
GIZpWBJ8/,SP1,Granada,Barcelona,1,2,3005
xSzsXi42/,SP1,Getafe,Celta Vigo,3,1,3006
S4PuHKOu/,E0,Liverpool,Swansea,5,0,3007
xlM9KSqs/,F1,Stade de Reims,St Etienne,1,1,3008
2yev5mpf/,F1,Sochaux,Paris Saint-Germain,3,2,3009
KCkq47a0/,F1,Bordeaux,Lyon,0,4,3010
Grya2I7A/,D1,Nurnberg,Hannover 96,2,2,3011
fZZ21xNG/,D1,TSG Hoffenheim,VfB Stuttgart,0,1,3012
fRXjG1qd/,I1,Napoli,Sampdoria,0,0,3013
8Ua3P5M9/,I1,US Pescara,Cagliari,0,2,3014
zH1eRRic/,I1,Torino,Atalanta,2,1,3015
Uw1aQo73/,I1,Catania,Bologna,1,0,3016
rsRYvoMd/,I1,Genoa,Udinese,1,0,3017
Q5f8OPyG/,I1,Fiorentina,Internazionale,4,1,3018
Kj4GGWJL/,SP1,Real Valladolid,Atletico Madrid,0,3,3019
lCsa88R1/,SP1,Valencia,Mallorca,2,0,3020
CpTgUklL/,SP1,Real Madrid,Rayo Vallecano,2,0,3021
bs3KFjZR/,SP1,Espanyol,Real Betis,1,0,3022
SdgjAUdk/,SP1,Real Sociedad,Levante,1,1,3023
bJhGM36S/,I1,Siena,Lazio,3,0,3024
jXsVDrTO/,F1,Nice,Stade de Reims,2,0,3025
xC4tFeiG/,D1,SC Freiburg,Eintracht Frankfurt,0,0,3026
ETqQM7te/,SP1,Athletic Bilbao,Real Sociedad,1,3,3027
4nYKXlmb/,E0,Norwich City,Everton,2,1,3028
fHjUARuo/,E0,Fulham,Stoke City,1,0,3029
xxQXUnXG/,E0,West Brom,Sunderland,2,1,3030
rwXOW824/,E0,QPR,Manchester Utd,0,2,3031
Q1MTVSHA/,E0,Reading,Wigan,0,3,3032
Iea2F7XT/,E0,Arsenal,Aston Villa,2,1,3033
OKCqX5Tn/,F1,Stade Rennes,Sochaux,2,2,3034
pKCUF4bC/,F1,Evian Thonon Gaillard,Montpellier,0,1,3035
2BBmWPrg/,F1,Valenciennes,Toulouse,0,0,3036
b3AII6Eg/,F1,AC Ajaccio,Lille,1,3,3037
6TDQGpq6/,F1,Troyes,Bastia,0,0,3038
C6EMHQTa/,F1,AS Nancy Lorraine,St Etienne,0,3,3039
fmFyGyxA/,D1,Hannover 96,Hamburg SV,5,1,3040
d2dYGHM3/,D1,VfB Stuttgart,Nurnberg,1,1,3041
G23pEF6M/,D1,Mainz,VfL Wolfsburg,1,1,3042
px8lDZLS/,D1,FC Augsburg,TSG Hoffenheim,2,1,3043
nXEsffFj/,D1,Bayern Munich,Werder Bremen,6,1,3044
OlbQIwhi/,D1,Schalke 04,Fortuna Dusseldorf,2,1,3045
AesFKGzr/,I1,Palermo,Genoa,0,0,3046
8lhhQtmm/,SP1,Deportivo La Coruna,Real Madrid,1,2,3047
MgmYKoB7/,SP1,Real Zaragoza,Valencia,2,2,3048
ObRGqVm8/,SP1,Mallorca,Getafe,1,3,3049
UcglRMXt/,SP1,Barcelona,Sevilla,2,1,3050
zDTGYUXi/,E0,Newcastle,Southampton,4,2,3051
dMUCZAIo/,E0,Manchester City,Chelsea,2,0,3052
CtqREODI/,F1,Bordeaux,Brest,0,2,3053
4zWCxS5P/,F1,Lyon,Lorient,3,1,3054
tdNvYoEt/,F1,Paris Saint-Germain,Marseille,2,0,3055
2ucUHc7c/,D1,Borussia Monchengladbach,Borussia Dortmund,1,1,3056
nofG8gUq/,D1,SpVgg Greuther Furth,Bayer Leverkusen,0,0,3057
MXPxv5y3/,I1,Parma,Catania,1,2,3058
lntJJzjl/,I1,Internazionale,AC Milan,1,1,3059
IJwBvxSD/,I1,Cagliari,Torino,4,3,3060
2BeOGYZ6/,I1,Atalanta,AS Roma,2,3,3061
4dFswPj9/,I1,Sampdoria,Chievo Verona,2,0,3062
GEaSFhkD/,I1,Juventus,Siena,3,0,3063
2kQKrk3E/,SP1,Celta Vigo,Granada,2,1,3064
8GEPOTBr/,SP1,Atletico Madrid,Espanyol,1,0,3065
67ScT93R/,SP1,Rayo Vallecano,Real Valladolid,1,2,3066
zwoMNmRl/,SP1,Real Betis,Malaga,3,0,3067
WbPyU6nN/,E0,West Ham,Tottenham,2,3,3068
UccGIf5f/,I1,Udinese,Napoli,0,0,3069
8ldKHEK0/,I1,Lazio,US Pescara,2,0,3070
8jqULRe1/,SP1,Levante,Osasuna,0,2,3071
IaJoxq6F/,I1,Bologna,Fiorentina,2,1,3072
bc78R1cO/,F1,Montpellier,Stade Rennes,2,0,3073
08IqA65l/,D1,Eintracht Frankfurt,Borussia Monchengladbach,0,1,3074
2PzcVXl0/,I1,Napoli,Juventus,1,1,3075
