id_odsp,league,ht,at,fthg,ftag,MATCH_ID
CIY6fuKD/,I1,Napoli,Atalanta,2,1,9028
YRZ2eL47/,I1,Genoa,AS Roma,2,3,9029
MFECCkOB/,SP1,Malaga,Levante,3,1,9030
rFlKCJQj/,E0,Sunderland,Chelsea,3,2,9031
Wd4ZZkSn/,E0,Bournemouth,West Brom,1,1,9032
xAZZXTda/,E0,Crystal Palace,Stoke City,2,1,9033
4OkGDaBp/,E0,Norwich City,Manchester Utd,0,1,9034
Am3wZ9sg/,E0,Aston Villa,Newcastle,0,0,9035
6V2EiFgk/,E0,West Ham,Swansea,1,4,9036
G0YwXmC5/,E0,Leicester City,Everton,3,1,9037
CxqMViTT/,F1,GFC Ajaccio,Paris Saint-Germain,0,4,9038
AXEjoXSG/,F1,Toulouse,Troyes,1,0,9039
27Brmgb4/,F1,Lyon,AS Monaco,6,1,9040
EoVmRByo/,F1,Lille,Guingamp,0,0,9041
OGCvlZrb/,F1,Marseille,Stade de Reims,1,0,9042
hzTKXDbH/,F1,Bordeaux,Lorient,3,0,9043
WQROWXDN/,F1,Nantes,Caen,1,2,9044
WtGnnDDA/,F1,Bastia,Angers,1,0,9045
SlJVkeEo/,F1,Montpellier,Stade Rennes,2,0,9046
thNZlFTi/,F1,Nice,St Etienne,2,0,9047
zD5fqrhR/,D1,FC Cologne,Werder Bremen,0,0,9048
dM6jpOxL/,D1,Eintracht Frankfurt,Borussia Dortmund,1,0,9049
80QeOtG1/,D1,Schalke 04,FC Augsburg,1,1,9050
G6mNv20r/,D1,Hannover 96,TSG Hoffenheim,1,0,9051
2a7no4NE/,D1,VfB Stuttgart,Mainz,1,3,9052
fcnRwMFl/,D1,Hertha Berlin,SV Darmstadt 98,1,2,9053
lKoVxtVf/,D1,FC Ingolstadt 04,Bayern Munich,1,2,9054
ld3rnp88/,D1,Hamburg SV,VfL Wolfsburg,0,1,9055
niPaN0V7/,D1,Borussia Monchengladbach,Bayer Leverkusen,2,1,9056
25Mut1MH/,I1,Bologna,AC Milan,0,1,9057
bDPOqqNh/,I1,Internazionale,Empoli,2,1,9058
ANXsW7RB/,E0,Liverpool,Watford,2,0,9059
WUs2y33i/,E0,Tottenham,Southampton,1,2,9060
OQynVRtI/,E0,Manchester City,Arsenal,2,2,9061
KMQKpP7n/,I1,Torino,Napoli,1,2,9062
OKAlvuiU/,I1,Frosinone,Sassuolo,0,1,9063
pUBpuLyO/,I1,Carpi,Lazio,1,3,9064
GlKTr3xa/,I1,Fiorentina,Palermo,0,0,9065
l2Iyss7B/,I1,Sampdoria,Genoa,0,3,9066
fuJXsNi5/,I1,AS Roma,Chievo Verona,3,0,9067
0f1gaOMu/,I1,Hellas Verona,Juventus,2,1,9068
vo0cbrxn/,I1,Atalanta,Udinese,1,1,9069
zyKwAQxf/,SP1,Celta Vigo,Malaga,1,0,9070
UcJs9ph0/,SP1,Villarreal,Deportivo La Coruna,0,2,9071
Q3yGfow7/,SP1,Barcelona,Espanyol,5,0,9072
GY3xCn8s/,SP1,Sevilla,Granada,1,4,9073
K2I6H8pK/,SP1,Getafe,Sporting Gijon,1,1,9074
EPHAGSaQ/,SP1,Eibar,Real Betis,1,1,9075
dUWBeRN0/,SP1,Levante,Atletico Madrid,2,1,9076
4fzKg5hD/,SP1,Las Palmas,Athletic Bilbao,0,0,9077
6aE2IlVD/,SP1,Real Madrid,Valencia,3,2,9078
dpLZA6Nm/,SP1,Real Sociedad,Rayo Vallecano,2,1,9079
ptthNCrs/,E0,West Ham,Manchester Utd,3,2,9080
UgmLY6nH/,E0,Sunderland,Everton,3,0,9081
ChBw4krJ/,E0,Norwich City,Watford,4,2,9082
0Ee4xkmh/,E0,Liverpool,Chelsea,1,1,9083
QoU46y0I/,F1,Bordeaux,Paris Saint-Germain,1,1,9084
fNgomrEq/,SP1,Valencia,Real Sociedad,0,1,9085
GAyI1hDc/,F1,Lorient,GFC Ajaccio,1,0,9086
6aUUbjcG/,F1,Stade de Reims,Lyon,4,1,9087
4W7aqBcT/,F1,AS Monaco,Montpellier,2,0,9088
02gVwkLj/,F1,Guingamp,Nice,2,3,9089
AXzM0CS3/,F1,Paris Saint-Germain,Nantes,4,0,9090
rPibsORr/,F1,Stade Rennes,Bastia,1,2,9091
OzuQaWsA/,F1,Caen,Bordeaux,1,0,9092
MBfRvV5p/,F1,St Etienne,Lille,0,1,9093
hd4epirN/,F1,Angers,Toulouse,2,3,9094
xKxE2Yci/,F1,Troyes,Marseille,1,1,9095
tEA8jaaf/,D1,SV Darmstadt 98,Borussia Monchengladbach,0,2,9096
WvLYd1MQ/,D1,Werder Bremen,Eintracht Frankfurt,1,0,9097
0fkZy0p1/,D1,Bayern Munich,Hannover 96,3,1,9098
APWPbNiE/,D1,VfL Wolfsburg,VfB Stuttgart,3,1,9099
2NB4iupl/,D1,Mainz,Hertha Berlin,0,0,9100
80C0hLUs/,D1,TSG Hoffenheim,Schalke 04,1,4,9101
M9wrzvFD/,D1,Bayer Leverkusen,FC Ingolstadt 04,3,2,9102
lGVTcs7K/,D1,FC Augsburg,Hamburg SV,1,3,9103
rJvvyKa7/,D1,Borussia Dortmund,FC Cologne,2,2,9104
Q1nJgKjH/,I1,AC Milan,AS Roma,1,3,9105
UZhAetM4/,I1,Napoli,Frosinone,4,0,9106
zDg6dM6b/,I1,Sassuolo,Internazionale,3,1,9107
4hoNhv6N/,I1,Juventus,Sampdoria,5,0,9108
6ax96WE4/,SP1,Athletic Bilbao,Sevilla,3,1,9109
GU9nkVqU/,SP1,Atletico Madrid,Celta Vigo,2,0,9110
ppl08hph/,SP1,Deportivo La Coruna,Real Madrid,0,2,9111
Wtpd9YUo/,SP1,Granada,Barcelona,0,3,9112
xYXMWvIM/,E0,Newcastle,Tottenham,5,1,9113
4rI1PdAd/,E0,West Brom,Liverpool,1,1,9114
dIEgRIup/,E0,Stoke City,West Ham,2,1,9115
ALt6zNIc/,E0,Arsenal,Aston Villa,4,0,9116
4KZEY0mA/,E0,Everton,Norwich City,3,0,9117
f9SRVbXS/,E0,Southampton,Crystal Palace,4,1,9118
hpWAZtY3/,E0,Chelsea,Leicester City,1,1,9119
KY6IjZ8e/,E0,Swansea,Manchester City,1,1,9120
juEcQxej/,E0,Watford,Sunderland,2,2,9121
M9k2c2ih/,I1,Udinese,Carpi,1,2,9122
Y7ygmITp/,I1,Genoa,Atalanta,1,2,9123
zDFyC16o/,I1,Chievo Verona,Bologna,0,0,9124
8QiEf0yB/,I1,Lazio,Fiorentina,2,4,9125
bFpRibLT/,I1,Empoli,Torino,2,1,9126
E3EuBLLi/,I1,Palermo,Hellas Verona,3,2,9127
EPuH4AqH/,SP1,Sporting Gijon,Villarreal,2,0,9128
IwdEpkho/,SP1,Real Betis,Getafe,2,1,9129
S8w57Cab/,SP1,Espanyol,Eibar,4,2,9130
zJhkjBUN/,SP1,Malaga,Las Palmas,4,1,9131
zZtD5jUA/,SP1,Rayo Vallecano,Levante,3,1,9132
bsZIXK2G/,E0,Manchester Utd,Bournemouth,3,1,9133
pEqRMlnC/,D1,Eintracht Frankfurt,Nurnberg,1,1,9134
SxZVL81I/,D1,Nurnberg,Eintracht Frankfurt,0,1,9135
OAqkOhZJ/,F1,AS Monaco,Guingamp,2,2,9136
d4i30ksD/,F1,Bastia,Paris Saint-Germain,0,1,9137
4j0rLEUb/,E0,Southampton,Watford,1,1,9138
bgczNz0n/,E0,Manchester City,Sunderland,2,1,9139
YBPD5ZUB/,E0,Burnley,Swansea,0,1,9140
txTL3DaO/,E0,Crystal Palace,West Brom,0,1,9141
K2bWNGpt/,E0,Hull,Leicester City,2,1,9142
hGdvMfFh/,E0,Middlesbrough,Stoke City,1,1,9143
KSRP2XEU/,E0,Everton,Tottenham,1,1,9144
8rLLIWds/,F1,Metz,Lille,3,2,9145
21rgNClQ/,F1,Caen,Lorient,3,2,9146
6Fbj3icf/,F1,Montpellier,Angers,1,0,9147
SOan4Xsl/,F1,Bordeaux,St Etienne,3,2,9148
zej7a9dJ/,F1,Dijon FCO,Nantes,0,1,9149
jmz96FF5/,E0,Bournemouth,Manchester Utd,1,3,9150
Cdy57e0a/,E0,Arsenal,Liverpool,3,4,9151
02Tk5DSs/,F1,AS Nancy Lorraine,Lyon,0,3,9152
0xbf2BC0/,F1,Nice,Stade Rennes,1,0,9153
Eu2b1VR6/,F1,Marseille,Toulouse,0,0,9154
nFTH4gpI/,E0,Chelsea,West Ham,2,1,9155
YViaHWTN/,E0,Manchester Utd,Southampton,2,0,9156
A7HxFld6/,F1,Lyon,Caen,2,0,9157
hnLOsuIk/,SP1,Malaga,Osasuna,1,1,9158
t81J3Mv9/,SP1,Deportivo La Coruna,Eibar,2,1,9159
2sEodmEJ/,E0,Swansea,Hull,0,2,9160
6JMDzfUo/,E0,Tottenham,Crystal Palace,1,0,9161
fugeICEH/,E0,Burnley,Liverpool,2,0,9162
CWiEYXbb/,E0,West Brom,Everton,1,2,9163
Gfs4GjqU/,E0,Stoke City,Manchester City,1,4,9164
pALHZDqh/,E0,Watford,Chelsea,1,2,9165
Q5liJhaB/,E0,Leicester City,Arsenal,0,0,9166
hWMXFUt0/,F1,Lille,Dijon FCO,1,0,9167
rLFpDSQI/,F1,Toulouse,Bordeaux,4,1,9168
0dpVKvpP/,F1,Stade Rennes,AS Nancy Lorraine,2,0,9169
dOJlCntP/,F1,Angers,Nice,0,1,9170
EuOTGARg/,F1,Lorient,Bastia,0,3,9171
25WdGbht/,F1,Nantes,AS Monaco,0,1,9172
ddDs98e5/,I1,AS Roma,Udinese,4,0,9173
AuBVBABn/,I1,Juventus,Fiorentina,2,1,9174
fXGO0KOR/,SP1,Sevilla,Espanyol,6,4,9175
Wh8jdvXr/,SP1,Barcelona,Real Betis,6,2,9176
MJIG2tfF/,SP1,Granada,Villarreal,1,1,9177
jNjIXiE4/,E0,West Ham,Bournemouth,1,0,9178
hGYVBAio/,E0,Sunderland,Middlesbrough,1,2,9179
KIOPHjCm/,F1,St Etienne,Montpellier,3,1,9180
lbGtE8BC/,F1,Paris Saint-Germain,Metz,3,0,9181
AVV0FI7n/,F1,Guingamp,Marseille,2,1,9182
EX7n8SAB/,I1,Chievo Verona,Internazionale,2,0,9183
bL9b5QfU/,I1,Empoli,Sampdoria,0,1,9184
I5EwAlta/,I1,US Pescara,Napoli,2,2,9185
no6f66uO/,I1,Atalanta,Lazio,3,4,9186
hO6j7nQH/,I1,Bologna,Crotone,1,0,9187
Q7ZbHWmP/,I1,Palermo,Sassuolo,0,1,9188
OrFZAUQh/,I1,Genoa,Cagliari,3,1,9189
SGLQCjdt/,I1,AC Milan,Torino,3,2,9190
EHceebnk/,SP1,Real Sociedad,Real Madrid,0,3,9191
2H2F42P2/,SP1,Atletico Madrid,Alaves,1,1,9192
lEEXuJn2/,SP1,Sporting Gijon,Athletic Bilbao,2,1,9193
zBATtaXe/,SP1,Celta Vigo,Leganes,0,1,9194
0AHK109L/,SP1,Valencia,Las Palmas,2,4,9195
zwHQ9EyO/,F1,Marseille,Lorient,2,0,9196
Qesux5oK/,D1,Bayern Munich,Werder Bremen,6,0,9197
QBF75cSn/,SP1,Espanyol,Malaga,2,2,9198
fi7O1FRB/,SP1,Real Betis,Deportivo La Coruna,0,0,9199
bmfQVVrH/,E0,Crystal Palace,Bournemouth,1,1,9200
UZzmKg12/,E0,Tottenham,Liverpool,1,1,9201
vo8fE3Dq/,E0,Everton,Stoke City,1,0,9202
tAviJDG8/,E0,Watford,Arsenal,1,3,9203
Q1A6B1c2/,E0,Southampton,Sunderland,1,1,9204
GpIke7TP/,E0,Leicester City,Swansea,2,1,9205
Iy7bDNSk/,E0,Hull,Manchester Utd,0,1,9206
ppjMWBTA/,E0,Chelsea,Burnley,3,0,9207
lzAwTyxn/,F1,Caen,Bastia,2,0,9208
lMU4ExNh/,F1,AS Nancy Lorraine,Guingamp,0,2,9209
I1MLAfMH/,F1,Nice,Lille,1,1,9210
ETFU8YjU/,F1,Dijon FCO,Lyon,4,2,9211
WbarSeih/,F1,Metz,Angers,2,0,9212
vBNHBz7B/,F1,Montpellier,Stade Rennes,1,1,9213
xz1pGNO0/,D1,Borussia Monchengladbach,Bayer Leverkusen,2,1,9214
Y1fgE1gD/,D1,Eintracht Frankfurt,Schalke 04,1,0,9215
rXypyP0Q/,D1,FC Augsburg,VfL Wolfsburg,0,2,9216
KbjkFsv7/,D1,FC Cologne,SV Darmstadt 98,2,0,9217
n5rywoWD/,D1,Hamburg SV,FC Ingolstadt 04,1,1,9218
ptOBWr9s/,D1,Borussia Dortmund,Mainz,2,1,9219
MaYdE3Xp/,I1,Napoli,AC Milan,4,2,9220
l6Qrx7Pi/,I1,Lazio,Juventus,0,1,9221
IoG36wDt/,SP1,Eibar,Valencia,1,0,9222
0UokmGCI/,SP1,Real Madrid,Celta Vigo,2,1,9223
EXkgnzSO/,SP1,Leganes,Atletico Madrid,0,0,9224
67noldcC/,SP1,Osasuna,Real Sociedad,0,2,9225
zXweIXVE/,E0,West Brom,Middlesbrough,0,0,9226
nBB2Csrd/,E0,Manchester City,West Ham,3,1,9227
jkizUHMu/,F1,AS Monaco,Paris Saint-Germain,3,1,9228
plODCGi5/,F1,Bordeaux,Nantes,1,0,9229
WpK9Ddxa/,F1,St Etienne,Toulouse,0,0,9230
bq2tH39f/,D1,Hertha Berlin,SC Freiburg,2,1,9231
jJ2xIqfl/,D1,TSG Hoffenheim,RB Leipzig,2,2,9232
KjnVIqPT/,I1,Udinese,Empoli,2,0,9233
hOSLMRP4/,I1,Sassuolo,US Pescara,2,1,9234
vuVXJP9N/,I1,Sampdoria,Atalanta,2,1,9235
z3MvwmAo/,I1,Fiorentina,Chievo Verona,1,0,9236
WUFmyRvb/,I1,Crotone,Genoa,1,3,9237
6RWPLouB/,I1,Torino,Bologna,5,1,9238
AawHN7Ab/,I1,Internazionale,Palermo,1,1,9239
0lWTK5fH/,I1,Cagliari,AS Roma,2,2,9240
0U7K2eC5/,SP1,Villarreal,Sevilla,0,0,9241
42EB4Hsg/,SP1,Alaves,Sporting Gijon,0,0,9242
GxUyBJ4P/,SP1,Las Palmas,Granada,5,1,9243
nR3G3yca/,SP1,Athletic Bilbao,Barcelona,0,1,9244
0viaODjH/,F1,Paris Saint-Germain,St Etienne,1,1,9245
v3NFV2Om/,D1,Schalke 04,Bayern Munich,0,2,9246
K4c7wbOu/,SP1,Real Sociedad,Espanyol,1,1,9247
OdCr9Th1/,E0,Middlesbrough,Crystal Palace,1,2,9248
WbX3GB0R/,E0,Arsenal,Southampton,2,1,9249
tYMwA9we/,E0,Manchester Utd,Manchester City,1,2,9250
SUIZAkOl/,E0,Liverpool,Leicester City,4,1,9251
Y7JVBV8r/,E0,Burnley,Hull,1,1,9252
2mBn8m87/,E0,Stoke City,Tottenham,0,4,9253
ENxaHioL/,E0,Bournemouth,West Brom,1,0,9254
8pbYVj0E/,E0,West Ham,Watford,2,4,9255
AkbnRF6b/,F1,Lorient,AS Nancy Lorraine,0,2,9256
CGJS6oLq/,F1,Bastia,Toulouse,2,1,9257
6wJW55zj/,F1,Angers,Dijon FCO,3,1,9258
OCMFSSs3/,F1,Guingamp,Montpellier,1,1,9259
IZLJRnc9/,F1,Lyon,Bordeaux,1,3,9260
vP2jQZL4/,F1,Lille,AS Monaco,1,4,9261
vH2lp2ws/,D1,FC Ingolstadt 04,Hertha Berlin,0,2,9262
SxZVRKNC/,D1,SV Darmstadt 98,Eintracht Frankfurt,1,0,9263
b3URS086/,D1,VfL Wolfsburg,FC Cologne,0,0,9264
8YBIkOFJ/,D1,Bayer Leverkusen,Hamburg SV,3,1,9265
KCVNTtg0/,D1,SC Freiburg,Borussia Monchengladbach,3,1,9266
MyGMlrVP/,D1,RB Leipzig,Borussia Dortmund,1,0,9267
U1c3Acm9/,I1,Juventus,Sassuolo,3,1,9268
4KkG7eXR/,I1,Palermo,Napoli,0,3,9269
bedBxIwn/,SP1,Barcelona,Alaves,1,2,9270
Aw2dLG8B/,SP1,Real Madrid,Osasuna,5,2,9271
df48IEhU/,SP1,Sevilla,Las Palmas,2,1,9272
lpkOZFN4/,SP1,Malaga,Villarreal,0,2,9273
hIeFyxgh/,SP1,Celta Vigo,Atletico Madrid,0,4,9274
MRfIjRys/,E0,Swansea,Chelsea,2,2,9275
pUHz5Pkd/,F1,Stade Rennes,Caen,2,0,9276
IF1fPgyB/,F1,Nice,Marseille,3,2,9277
pMNBT8Sd/,F1,Nantes,Metz,0,3,9278
6TXZQvwJ/,D1,Mainz,TSG Hoffenheim,4,4,9279
xltJUMwf/,D1,Werder Bremen,FC Augsburg,1,2,9280
U1Zf0DP1/,I1,Chievo Verona,Lazio,1,1,9281
r5179H2F/,I1,Bologna,Cagliari,2,1,9282
MeMtOGH8/,I1,US Pescara,Internazionale,1,2,9283
QTjC8yIL/,I1,Atalanta,Torino,2,1,9284
r5NxPd22/,I1,AC Milan,Udinese,0,1,9285
dCsr3Fuq/,I1,AS Roma,Sampdoria,3,2,9286
6LaJzd8b/,SP1,Sporting Gijon,Leganes,2,1,9287
SECiMdg5/,SP1,Valencia,Real Betis,2,3,9288
Ot60KzOH/,SP1,Granada,Eibar,1,2,9289
I354JfwO/,SP1,Deportivo La Coruna,Athletic Bilbao,0,1,9290
UgaUWWp8/,E0,Sunderland,Everton,0,3,9291
IRVj1gAe/,I1,Empoli,Crotone,2,1,9292
j9mwVAFK/,E0,Chelsea,Liverpool,1,2,9293
S4u2vQtF/,F1,Caen,Paris Saint-Germain,0,6,9294
WWGctKx6/,D1,FC Cologne,SC Freiburg,3,0,9295
jT3exMf9/,I1,Sampdoria,AC Milan,0,1,9296
YZFaGRMq/,SP1,Real Betis,Granada,2,2,9297
dAWLMnN0/,E0,Manchester City,Bournemouth,4,0,9298
0rwDO8hl/,E0,Hull,Arsenal,1,4,9299
jNSBqAUD/,E0,West Brom,West Ham,4,2,9300
Miv9Plwr/,E0,Everton,Middlesbrough,3,1,9301
IJXHNS7f/,E0,Leicester City,Burnley,3,0,9302
hhEWOpsS/,F1,Lorient,Lille,1,0,9303
IZcBH2Z1/,F1,Dijon FCO,Metz,0,0,9304
pp6bK4kq/,F1,Bordeaux,Angers,0,1,9305
WxQNQ6CF/,F1,AS Nancy Lorraine,Nantes,1,1,9306
WxngtnC2/,F1,Toulouse,Guingamp,2,1,9307
ATpcu6R8/,F1,AS Monaco,Stade Rennes,3,0,9308
bJIkrt8g/,D1,TSG Hoffenheim,VfL Wolfsburg,0,0,9309
hvRHoFEo/,D1,Hamburg SV,RB Leipzig,0,4,9310
pzL1uvhC/,D1,Bayern Munich,FC Ingolstadt 04,3,1,9311
xAHgs0Na/,D1,Borussia Monchengladbach,Werder Bremen,4,1,9312
SbA6vb7I/,D1,Borussia Dortmund,SV Darmstadt 98,6,0,9313
WUPLpZTi/,D1,Eintracht Frankfurt,Bayer Leverkusen,2,1,9314
d64iw2u3/,I1,Lazio,US Pescara,3,0,9315
IcjnSyX1/,I1,Napoli,Bologna,3,1,9316
SY88E5id/,SP1,Leganes,Barcelona,1,5,9317
SzlSYZxB/,SP1,Las Palmas,Malaga,1,0,9318
Gb54Foxj/,SP1,Atletico Madrid,Sporting Gijon,5,0,9319
Gfk3zmEF/,SP1,Eibar,Sevilla,1,1,9320
4CisUUUQ/,E0,Crystal Palace,Stoke City,4,1,9321
0IgMkoim/,E0,Southampton,Swansea,1,0,9322
jXVPL6x7/,E0,Tottenham,Sunderland,1,0,9323
lIlTKQiD/,E0,Watford,Manchester Utd,3,1,9324
Oz52JO4k/,F1,Montpellier,Nice,1,1,9325
6af7IrKe/,F1,Marseille,Lyon,0,0,9326
E1FSPQRL/,F1,St Etienne,Bastia,1,0,9327
4OXZMVyo/,D1,FC Augsburg,Mainz,1,3,9328
I71hqMhm/,D1,Hertha Berlin,Schalke 04,2,0,9329
MVdwUc2k/,I1,Fiorentina,AS Roma,1,0,9330
Qod8ZJvS/,I1,Udinese,Chievo Verona,1,2,9331
nec4z0PL/,I1,Torino,Empoli,0,0,9332
rubZUwmq/,I1,Cagliari,Atalanta,3,0,9333
IF5mvrQd/,I1,Sassuolo,Genoa,2,0,9334
4W7aytAF/,I1,Crotone,Palermo,1,1,9335
4fnrTHHe/,I1,Internazionale,Juventus,2,1,9336
AHl7Z6TL/,SP1,Villarreal,Real Sociedad,2,1,9337
KSefx9q3/,SP1,Osasuna,Celta Vigo,0,0,9338
x4jayTb9/,SP1,Athletic Bilbao,Valencia,2,1,9339
txcjwkUd/,SP1,Espanyol,Real Madrid,0,2,9340
dAhWXghH/,SP1,Alaves,Deportivo La Coruna,0,0,9341
6ev6wpdL/,F1,Lille,Toulouse,1,2,9342
K2KtXsZl/,F1,Paris Saint-Germain,Dijon FCO,3,0,9343
QTIUrDb4/,D1,FC Ingolstadt 04,Eintracht Frankfurt,0,2,9344
KjIYsXDA/,D1,SC Freiburg,Hamburg SV,1,0,9345
Sdu0bhbi/,D1,VfL Wolfsburg,Borussia Dortmund,1,5,9346
bsHxsiTG/,D1,SV Darmstadt 98,TSG Hoffenheim,1,1,9347
4lVx6iF6/,I1,AC Milan,Lazio,2,0,9348
8hUsT46k/,SP1,Sevilla,Real Betis,1,0,9349
UuOqmQcL/,SP1,Malaga,Eibar,2,1,9350
WKWiUuJ7/,F1,Stade Rennes,Marseille,3,2,9351
YPAzgPe8/,F1,Nantes,St Etienne,0,0,9352
tjEri3QK/,F1,Metz,Bordeaux,0,3,9353
xvVyYNJr/,F1,Lyon,Montpellier,5,1,9354
nTEvhqBE/,F1,Guingamp,Lorient,1,0,9355
hUXmVL31/,F1,Angers,Caen,2,1,9356
bgJpW1le/,F1,Bastia,AS Nancy Lorraine,0,0,9357
0IwAx4BR/,F1,Nice,AS Monaco,4,0,9358
EgFQqgqb/,D1,Schalke 04,FC Cologne,1,3,9359
f9AouVcT/,D1,Bayer Leverkusen,FC Augsburg,0,0,9360
ClcDzk6p/,D1,Bayern Munich,Hertha Berlin,3,0,9361
GIBstBrN/,D1,RB Leipzig,Borussia Monchengladbach,1,1,9362
Qi1HZ8Lj/,D1,Werder Bremen,Mainz,1,2,9363
KON98py5/,I1,Chievo Verona,Sassuolo,2,1,9364
QcWY6Xa0/,I1,Atalanta,Palermo,0,1,9365
jqzcBnin/,I1,Udinese,Fiorentina,2,2,9366
x0Y49QLb/,I1,Bologna,Sampdoria,2,0,9367
ChygCSyt/,I1,AS Roma,Crotone,4,0,9368
b9Z0A66h/,I1,Juventus,Cagliari,4,0,9369
bBUt5BUC/,I1,US Pescara,Torino,0,0,9370
8MyU7Dpf/,I1,Empoli,Internazionale,0,2,9371
CEYp4VqJ/,I1,Genoa,Napoli,0,0,9372
rPLXkSD2/,SP1,Real Sociedad,Las Palmas,4,1,9373
nHIlnpDR/,SP1,Barcelona,Atletico Madrid,1,1,9374
jkPul6rF/,SP1,Granada,Athletic Bilbao,1,2,9375
U1VwUpiq/,SP1,Celta Vigo,Sporting Gijon,2,1,9376
tKskRry2/,SP1,Real Madrid,Villarreal,1,1,9377
dSPyknT8/,SP1,Deportivo La Coruna,Leganes,1,2,9378
2TroSOLe/,SP1,Valencia,Alaves,2,1,9379
OKhBYQrS/,SP1,Osasuna,Espanyol,1,2,9380
YqwM4MfK/,F1,Toulouse,Paris Saint-Germain,2,0,9381
llRfmSkj/,D1,Borussia Dortmund,SC Freiburg,3,1,9382
Q7wO0qSK/,SP1,Real Betis,Malaga,1,0,9383
joBbz6i0/,E0,Middlesbrough,Tottenham,1,2,9384
rL7jxSMm/,E0,Liverpool,Hull,5,1,9385
UibQl56g/,E0,Swansea,Manchester City,1,3,9386
UDRFrUqK/,E0,Bournemouth,Everton,1,0,9387
UyA2ZP66/,E0,Stoke City,West Brom,1,1,9388
bmWJslaQ/,E0,Arsenal,Chelsea,3,0,9389
dOBfynxf/,E0,Manchester Utd,Leicester City,4,1,9390
AmRaYqMC/,E0,Sunderland,Crystal Palace,2,3,9391
fgvI52uE/,F1,Dijon FCO,Stade Rennes,3,0,9392
G8SQ3tAQ/,F1,AS Monaco,Angers,2,1,9393
6wozsJ2D/,F1,Bastia,Guingamp,1,0,9394
pOdRruY0/,F1,Montpellier,Metz,0,1,9395
YmgNqLIf/,F1,Bordeaux,Caen,0,0,9396
vRgJp13l/,F1,Lorient,Lyon,1,0,9397
WCWkl8zp/,D1,Borussia Monchengladbach,FC Ingolstadt 04,2,0,9398
vFiBejrA/,D1,FC Augsburg,SV Darmstadt 98,1,0,9399
zsoKgUCM/,D1,Hamburg SV,Bayern Munich,0,1,9400
U3pOhlSS/,D1,Werder Bremen,VfL Wolfsburg,2,1,9401
0Oh7dWS3/,D1,Mainz,Bayer Leverkusen,2,3,9402
6mv4cCDc/,D1,Eintracht Frankfurt,Hertha Berlin,3,3,9403
UX5nuwTt/,I1,Napoli,Chievo Verona,2,0,9404
Gl8bxyDa/,I1,Palermo,Juventus,0,1,9405
rqlJ1PCE/,SP1,Eibar,Real Sociedad,2,0,9406
djUgeNkr/,SP1,Sporting Gijon,Barcelona,0,5,9407
4hkF25c8/,SP1,Las Palmas,Real Madrid,2,2,9408
vBsSa3sR/,SP1,Athletic Bilbao,Sevilla,3,1,9409
lvQ3X3yJ/,E0,West Ham,Southampton,0,3,9410
KtDnjNuR/,F1,AS Nancy Lorraine,Nice,0,1,9411
SnnWsam7/,F1,Marseille,Nantes,2,1,9412
0zeFoslr/,F1,St Etienne,Lille,3,1,9413
MwsGfAcG/,D1,FC Cologne,RB Leipzig,1,1,9414
SvQbnn5d/,D1,TSG Hoffenheim,Schalke 04,2,1,9415
xpULOHr0/,I1,Genoa,US Pescara,1,1,9416
zVnPNyb6/,I1,Sassuolo,Udinese,1,0,9417
xb9fwHcg/,I1,Internazionale,Bologna,1,1,9418
dpyYLFSI/,I1,Torino,AS Roma,3,1,9419
OjTJqJKP/,I1,Lazio,Empoli,2,0,9420
p0UFpa5J/,I1,Fiorentina,AC Milan,0,0,9421
lQ4Gs4Lr/,SP1,Atletico Madrid,Deportivo La Coruna,1,0,9422
rm4KtOzk/,SP1,Villarreal,Osasuna,3,1,9423
xncTv251/,SP1,Leganes,Valencia,1,2,9424
fN7Ourje/,SP1,Espanyol,Celta Vigo,0,2,9425
0dIow87s/,E0,Burnley,Watford,2,0,9426
IgxUMeDC/,I1,Crotone,Atalanta,1,3,9427
ryAjvcrm/,I1,Cagliari,Sampdoria,2,1,9428
GxdXwMK7/,SP1,Alaves,Granada,3,1,9429
raf1jIsb/,E0,Everton,Crystal Palace,1,1,9430
hAyAgdnJ/,F1,Stade Rennes,Guingamp,1,0,9431
zs7k99C9/,D1,RB Leipzig,FC Augsburg,2,1,9432
l6r3iuk7/,SP1,Real Sociedad,Real Betis,1,0,9433
Ch1HnzsN/,E0,Sunderland,West Brom,1,1,9434
ATthtYJj/,E0,West Ham,Middlesbrough,1,1,9435
d2b5kxc4/,E0,Hull,Chelsea,0,2,9436
dQxlsE4p/,E0,Watford,Bournemouth,2,2,9437
th3kd2W9/,E0,Swansea,Liverpool,1,2,9438
WvwM0Dgn/,F1,Caen,Toulouse,1,0,9439
hlvI1gvt/,F1,Nantes,Bastia,1,0,9440
hUJha0Is/,F1,Lille,AS Nancy Lorraine,1,0,9441
ppY1eIH6/,F1,Dijon FCO,Montpellier,3,3,9442
6gZcdb20/,F1,Paris Saint-Germain,Bordeaux,2,0,9443
0EsQaX8h/,F1,Metz,AS Monaco,0,7,9444
EX5g8TRF/,D1,Hertha Berlin,Hamburg SV,2,0,9445
z5kx05Ze/,D1,SC Freiburg,Eintracht Frankfurt,1,0,9446
SvnU1R4q/,D1,SV Darmstadt 98,Werder Bremen,2,2,9447
